DISTRITO,TECNOLOGIA,RANGO_VELOC_BAJADA,EMPRESA
SAN MIGUEL,OtrasTecnologias,BW >= 200 Mbps,ENTEL PERÚ S.A.
SAN MIGUEL,OtrasTecnologias,BW >= 200 Mbps,ENTEL PERÚ S.A.
SAN MIGUEL,OtrasTecnologias,BW >= 200 Mbps,ENTEL PERÚ S.A.
SAN MIGUEL,OtrasTecnologias,BW >= 200 Mbps,ENTEL PERÚ S.A.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLINE PERU S.A.C.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLINE PERU S.A.C.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLINE PERU S.A.C.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLINE PERU S.A.C.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLINE PERU S.A.C.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLINE PERU S.A.C.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLINE PERU S.A.C.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLINE PERU S.A.C.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,FIBERLINE PERU S.A.C.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,FIBERLINE PERU S.A.C.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,FIBERLINE PERU S.A.C.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,FIBERLINE PERU S.A.C.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,FIBERLINE PERU S.A.C.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,FIBERLINE PERU S.A.C.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,FIBERLINE PERU S.A.C.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,FIBERLINE PERU S.A.C.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,FIBERLINE PERU S.A.C.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,FIBERLINE PERU S.A.C.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,FIBERLINE PERU S.A.C.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,FIBERLINE PERU S.A.C.
SAN MIGUEL,FibraOptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.
SAN MIGUEL,FibraOptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.
SAN MIGUEL,FibraOptica,8 Mbps <= BW < 16 Mbps,FIBERLUX S.A.C.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,FIBERLUX S.A.C.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,FIBERLUX S.A.C.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,FIBERLUX S.A.C.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,FIBERLUX S.A.C.
SAN MIGUEL,FibraOptica,30 Mbps <= BW < 50 Mbps,FIBERLUX S.A.C.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,FIBERLUX S.A.C.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,FIBERLUX S.A.C.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLUX S.A.C.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLUX S.A.C.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLUX S.A.C.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,FIBERLUX S.A.C.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,FIBERLUX S.A.C.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,FIBERLUX S.A.C.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,FIBERLUX S.A.C.
SAN MIGUEL,FibraOptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.
SAN MIGUEL,FibraOptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,4 Mbps <= BW < 8 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,4 Mbps <= BW < 8 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,4 Mbps <= BW < 8 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,4 Mbps <= BW < 8 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,GTD PERÚ S.A.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,NEXTNET S.A.C.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,NOVACLOUD S.A.C.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,NOVACLOUD S.A.C.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,NOVACLOUD S.A.C.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,NOVACLOUD S.A.C.
SAN MIGUEL,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
SAN MIGUEL,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
SAN MIGUEL,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
SAN MIGUEL,OtrasTecnologias,4 Mbps <= BW < 8 Mbps,STARLINK PERU S.R.L.
SAN MIGUEL,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemodem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,FibraOptica,4 Mbps <= BW < 8 Mbps,VIETTEL PERU S.A.C.
SAN MIGUEL,FibraOptica,4 Mbps <= BW < 8 Mbps,VIETTEL PERU S.A.C.
SAN MIGUEL,FibraOptica,4 Mbps <= BW < 8 Mbps,VIETTEL PERU S.A.C.
SAN MIGUEL,FibraOptica,8 Mbps <= BW < 16 Mbps,WIN EMPRESAS S.A.C.
SAN MIGUEL,FibraOptica,8 Mbps <= BW < 16 Mbps,WIN EMPRESAS S.A.C.
SAN MIGUEL,FibraOptica,8 Mbps <= BW < 16 Mbps,WIN EMPRESAS S.A.C.
SAN MIGUEL,FibraOptica,8 Mbps <= BW < 16 Mbps,WIN EMPRESAS S.A.C.
SAN MIGUEL,FibraOptica,8 Mbps <= BW < 16 Mbps,WIN EMPRESAS S.A.C.
SAN MIGUEL,FibraOptica,8 Mbps <= BW < 16 Mbps,WIN EMPRESAS S.A.C.
SAN MIGUEL,FibraOptica,8 Mbps <= BW < 16 Mbps,WIN EMPRESAS S.A.C.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,WIN EMPRESAS S.A.C.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,WIN EMPRESAS S.A.C.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,WIN EMPRESAS S.A.C.
SAN MIGUEL,FibraOptica,16 Mbps <= BW < 30 Mbps,WIN EMPRESAS S.A.C.
SAN MIGUEL,FibraOptica,30 Mbps <= BW < 50 Mbps,WIN EMPRESAS S.A.C.
SAN MIGUEL,FibraOptica,30 Mbps <= BW < 50 Mbps,WIN EMPRESAS S.A.C.
SAN MIGUEL,FibraOptica,30 Mbps <= BW < 50 Mbps,WIN EMPRESAS S.A.C.
SAN MIGUEL,FibraOptica,30 Mbps <= BW < 50 Mbps,WIN EMPRESAS S.A.C.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,WIN EMPRESAS S.A.C.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,WIN EMPRESAS S.A.C.
SAN MIGUEL,FibraOptica,50 Mbps <= BW < 100 Mbps,WIN EMPRESAS S.A.C.
